28518	180551	0.146073333918
28518	260644	0.194301202674
28518	729368	0.209147829828
28518	830140	0.208126323486
28518	914655	0.160919142776
28518	936135	0.164088030021
28518	1088444	0.148175267426
28518	1176437	0.136026366589
28518	1394440	0.121834664125
28518	1554654	0.130476805369
94571	180551	0.0688539474553
94571	260644	0.0720912554888
94571	729368	0.0982827497765
94571	830140	0.110428858575
94571	914655	0.124501943159
94571	936135	0.124501943159
94571	1088444	0.136026366589
94571	1176437	0.148175267426
94571	1394440	0.165601704874
94571	1554654	0.209147829828
100414	180551	0.100880753056
100414	260644	0.0831836080239
100414	729368	0.136026366589
100414	830140	0.207794959941
100414	914655	0.164088030021
100414	936135	0.160919142776
100414	1088444	0.255592186254
100414	1176437	0.19626994024
100414	1394440	0.160083708762
100414	1554654	0.146571890044
122466	180551	0.0610030351977
122466	260644	0.0610030351977
122466	729368	0.0831836080239
122466	830140	0.0884619658435
122466	914655	0.0945970766001
122466	936135	0.0945970766001
122466	1088444	0.106436864554
122466	1176437	0.121834664125
122466	1394440	0.136026366589
122466	1554654	0.148175267426
148730	180551	0.0688539474553
148730	260644	0.0720912554888
148730	729368	0.0982827497765
148730	830140	0.110428858575
148730	914655	0.124501943159
148730	936135	0.124501943159
148730	1088444	0.136026366589
148730	1176437	0.148175267426
148730	1394440	0.165601704874
148730	1554654	0.209147829828
166336	180551	0.159624639169
166336	260644	0.179244434437
166336	729368	0.113518989231
166336	830140	0.0996579809957
166336	914655	0.0945970766001
166336	936135	0.0945970766001
166336	1088444	0.0884619658435
166336	1176437	0.0831836080239
166336	1394440	0.0791234810321
166336	1554654	0.0781471549864
221486	180551	0.124501943159
221486	260644	0.146571890044
221486	729368	0.136026366589
221486	830140	0.124501943159
221486	914655	0.124501943159
221486	936135	0.121834664125
221486	1088444	0.106436864554
221486	1176437	0.0945970766001
221486	1394440	0.0884619658435
221486	1554654	0.0831836080239
322716	180551	0.0688539474553
322716	260644	0.0709886557235
322716	729368	0.0945970766001
322716	830140	0.106436864554
322716	914655	0.121834664125
322716	936135	0.121834664125
322716	1088444	0.136026366589
322716	1176437	0.146571890044
322716	1394440	0.164088030021
322716	1554654	0.19626994024
403199	180551	0.0791234810321
403199	260644	0.0884619658435
403199	729368	0.148175267426
403199	830140	0.164088030021
403199	914655	0.179244434437
403199	936135	0.19626994024
403199	1088444	0.19626994024
403199	1176437	0.165601704874
403199	1394440	0.148175267426
403199	1554654	0.136026366589
418052	180551	0.0610030351977
418052	260644	0.0610030351977
418052	729368	0.0791234810321
418052	830140	0.0831836080239
418052	914655	0.0884619658435
418052	936135	0.0884619658435
418052	1088444	0.0945970766001
418052	1176437	0.0996579809957
418052	1394440	0.124501943159
418052	1554654	0.136026366589
879	80361	0.0874267910199
879	92395	0.0614873111335
879	116614	0.0592694997136
879	135558	0.0709886557235
879	162600	0.071947252231
879	196972	0.0644022174351
879	200142	0.0940250030154
879	211119	0.140555148865
879	258052	0.0791234810321
879	260204	0.0729908221663
879	264484	0.10277182171
879	276078	0.0791234810321
879	292246	0.0729908221663
879	302814	0.0831836080239
879	310311	0.109396493156
879	313335	0.0767624910455
879	325032	0.0831836080239
879	362038	0.0831836080239
879	369770	0.0767624910455
879	397431	0.0884619658435
879	402677	0.0884619658435
879	486716	0.0945970766001
879	516940	0.0982827497765
879	521915	0.0982827497765
879	547896	0.0996579809957
